obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;model_id;model_name;support;nat_lang_template;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record invoice receipt_Object_set payment block;Activity;;Alternate Response[record invoice receipt, set payment block] | | |;Binary;set();set();Alternate Response;record invoice receipt;set payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'record invoice receipt': 0.6604573130607605, 'set payment block': 0.5934920907020569};0.6269747018814087;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record invoice receipt_Object_set payment block;0.5678486602646964;['Record Invoice Receipt'];['Set Payment Block'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record invoice receipt_Object_set payment block;11069
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record invoice receipt_Object_change payment term;Activity;;Alternate Response[record invoice receipt, change payment term] | | |;Binary;set();set();Alternate Response;record invoice receipt;change payment term;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'record invoice receipt': 0.6604573130607605, 'change payment term': 0.5725676417350769};0.6165124773979187;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record invoice receipt_Object_change payment term;0.5584326582295555;['Record Invoice Receipt'];['Change payment term'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record invoice receipt_Object_change payment term;11128
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_clear invoice_Object_remove payment block;Activity;;Alternate Response[clear invoice, remove payment block] | | |;Binary;set();set();Alternate Response;clear invoice;remove payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'clear invoice': 0.7105755805969238, 'remove payment block': 0.5150308609008789};0.6128032207489014;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_clear invoice_Object_remove payment block;0.5550943272454398;['Clear Invoice'];['Remove Payment Block'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_clear invoice_Object_remove payment block;9672
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_clear invoice_Object_set payment block;Activity;;Alternate Response[clear invoice, set payment block] | | |;Binary;set();set();Alternate Response;clear invoice;set payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'clear invoice': 0.7105755805969238, 'set payment block': 0.5934920907020569};0.6520338356494904;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_clear invoice_Object_set payment block;0.5904018806559699;['Clear Invoice'];['Set Payment Block'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_clear invoice_Object_set payment block;9676
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_clear invoice_Object_change payment term;Activity;;Alternate Response[clear invoice, change payment term] | | |;Binary;set();set();Alternate Response;clear invoice;change payment term;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'clear invoice': 0.7105755805969238, 'change payment term': 0.5725676417350769};0.6415716111660004;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_clear invoice_Object_change payment term;0.580985878620829;['Clear Invoice'];['Change payment term'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_clear invoice_Object_change payment term;9676
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel invoice receipt_Object_remove payment block;Activity;;Alternate Response[cancel invoice receipt, remove payment block] | | |;Binary;set();set();Alternate Response;cancel invoice receipt;remove payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'cancel invoice receipt': 0.5993945002555847, 'remove payment block': 0.5150308609008789};0.5572126805782318;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel invoice receipt_Object_remove payment block;0.5050628410918372;['Cancel Invoice Receipt'];['Remove Payment Block'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel invoice receipt_Object_remove payment block;380
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel invoice receipt_Object_set payment block;Activity;;Alternate Response[cancel invoice receipt, set payment block] | | |;Binary;set();set();Alternate Response;cancel invoice receipt;set payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'cancel invoice receipt': 0.5993945002555847, 'set payment block': 0.5934920907020569};0.5964432954788208;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel invoice receipt_Object_set payment block;0.5403703945023673;['Cancel Invoice Receipt'];['Set Payment Block'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel invoice receipt_Object_set payment block;564
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel invoice receipt_Object_change payment term;Activity;;Alternate Response[cancel invoice receipt, change payment term] | | |;Binary;set();set();Alternate Response;cancel invoice receipt;change payment term;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'cancel invoice receipt': 0.5993945002555847, 'change payment term': 0.5725676417350769};0.5859810709953308;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel invoice receipt_Object_change payment term;0.5309543924672263;['Cancel Invoice Receipt'];['Change payment term'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel invoice receipt_Object_change payment term;564
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_change final invoice indicator_Object_set payment block;Activity;;Alternate Response[change final invoice indicator, set payment block] | | |;Binary;set();set();Alternate Response;change final invoice indicator;set payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'change final invoice indicator': 0.5527760982513428, 'set payment block': 0.5934920907020569};0.5731340944766998;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_change final invoice indicator_Object_set payment block;0.5193921136004584;['Change Final Invoice Indicator'];['Set Payment Block'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_change final invoice indicator_Object_set payment block;3
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_change final invoice indicator_Object_change payment term;Activity;;Alternate Response[change final invoice indicator, change payment term] | | |;Binary;set();set();Alternate Response;change final invoice indicator;change payment term;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'change final invoice indicator': 0.5527760982513428, 'change payment term': 0.5725676417350769};0.5626718699932098;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_change final invoice indicator_Object_change payment term;0.5099761115653174;['Change Final Invoice Indicator'];['Change payment term'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_change final invoice indicator_Object_change payment term;3
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel subsequent invoice_Object_remove payment block;Activity;;Alternate Response[cancel subsequent invoice, remove payment block] | | |;Binary;set();set();Alternate Response;cancel subsequent invoice;remove payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'cancel subsequent invoice': 0.615185022354126, 'remove payment block': 0.5150308609008789};0.5651079416275024;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel subsequent invoice_Object_remove payment block;0.5121685760361808;['Cancel Subsequent Invoice'];['Remove Payment Block'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel subsequent invoice_Object_remove payment block;14
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel subsequent invoice_Object_set payment block;Activity;;Alternate Response[cancel subsequent invoice, set payment block] | | |;Binary;set();set();Alternate Response;cancel subsequent invoice;set payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'cancel subsequent invoice': 0.615185022354126, 'set payment block': 0.5934920907020569};0.6043385565280914;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel subsequent invoice_Object_set payment block;0.5474761294467109;['Cancel Subsequent Invoice'];['Set Payment Block'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel subsequent invoice_Object_set payment block;20
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel subsequent invoice_Object_change payment term;Activity;;Alternate Response[cancel subsequent invoice, change payment term] | | |;Binary;set();set();Alternate Response;cancel subsequent invoice;change payment term;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'cancel subsequent invoice': 0.615185022354126, 'change payment term': 0.5725676417350769};0.5938763320446014;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel subsequent invoice_Object_change payment term;0.5380601274115698;['Cancel Subsequent Invoice'];['Change payment term'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_cancel subsequent invoice_Object_change payment term;20
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record subsequent invoice_Object_remove payment block;Activity;;Alternate Response[record subsequent invoice, remove payment block] | | |;Binary;set();set();Alternate Response;record subsequent invoice;remove payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'record subsequent invoice': 0.6285448670387268, 'remove payment block': 0.5150308609008789};0.5717878639698029;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record subsequent invoice_Object_remove payment block;0.5181805061442512;['Record Subsequent Invoice'];['Remove Payment Block'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record subsequent invoice_Object_remove payment block;1
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record subsequent invoice_Object_set payment block;Activity;;Alternate Response[record subsequent invoice, set payment block] | | |;Binary;set();set();Alternate Response;record subsequent invoice;set payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'record subsequent invoice': 0.6285448670387268, 'set payment block': 0.5934920907020569};0.6110184788703918;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record subsequent invoice_Object_set payment block;0.5534880595547812;['Record Subsequent Invoice'];['Set Payment Block'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record subsequent invoice_Object_set payment block;4
5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record subsequent invoice_Object_change payment term;Activity;;Alternate Response[record subsequent invoice, change payment term] | | |;Binary;set();set();Alternate Response;record subsequent invoice;change payment term;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'record subsequent invoice': 0.6285448670387268, 'change payment term': 0.5725676417350769};0.6005562543869019;5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record subsequent invoice_Object_change payment term;0.5440720575196403;['Record Subsequent Invoice'];['Change payment term'];5a580755-4a11-4f79-8bce-da9aa22327f2_Object_record subsequent invoice_Object_change payment term;4
8dbe9447-a9a5-4188-8b1d-f9b993fe8f01_Object_record invoice receipt_Object_remove payment block;Activity;;Precedence[record invoice receipt, remove payment block] | | |;Binary;set();set();Precedence;record invoice receipt;remove payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;{2} occurs only if it is preceded by {1};{'record invoice receipt': 0.6604573130607605, 'remove payment block': 0.5210012793540955};0.590729296207428;8dbe9447-a9a5-4188-8b1d-f9b993fe8f01_Object_record invoice receipt_Object_remove payment block;0.5352277951581138;['Record Invoice Receipt'];['Remove Payment Block'];8dbe9447-a9a5-4188-8b1d-f9b993fe8f01_Object_record invoice receipt_Object_remove payment block;2
8dbe9447-a9a5-4188-8b1d-f9b993fe8f01_Object_change final invoice indicator_Object_set payment block;Activity;;Precedence[change final invoice indicator, set payment block] | | |;Binary;set();set();Precedence;change final invoice indicator;set payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;{2} occurs only if it is preceded by {1};{'change final invoice indicator': 0.5527760982513428, 'set payment block': 0.6330088376998901};0.5928924679756165;8dbe9447-a9a5-4188-8b1d-f9b993fe8f01_Object_change final invoice indicator_Object_set payment block;0.5371746497494834;['Change Final Invoice Indicator'];['Set Payment Block'];8dbe9447-a9a5-4188-8b1d-f9b993fe8f01_Object_change final invoice indicator_Object_set payment block;61
8dbe9447-a9a5-4188-8b1d-f9b993fe8f01_Object_change final invoice indicator_Object_change payment term;Activity;;Precedence[change final invoice indicator, change payment term] | | |;Binary;set();set();Precedence;change final invoice indicator;change payment term;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;{2} occurs only if it is preceded by {1};{'change final invoice indicator': 0.5527760982513428, 'change payment term': 0.6087480783462524};0.5807620882987976;8dbe9447-a9a5-4188-8b1d-f9b993fe8f01_Object_change final invoice indicator_Object_change payment term;0.5262573080403464;['Change Final Invoice Indicator'];['Change payment term'];8dbe9447-a9a5-4188-8b1d-f9b993fe8f01_Object_change final invoice indicator_Object_change payment term;1
f73569ac-acba-4329-afc7-b6b773956a73_Object_release purchase order_Object_remove payment block;Activity;;Alternate Succession[release purchase order, remove payment block] | | |;Binary;set();set();Alternate Succession;release purchase order;remove payment block;['008485e2a3734ff48fcfec8ecfa8d2aa'];['Esample1'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'release purchase order': 0.6295866966247559, 'remove payment block': 0.5150308609008789};0.5723087787628174;f73569ac-acba-4329-afc7-b6b773956a73_Object_release purchase order_Object_remove payment block;0.5186493294579643;['Release Purchase Order'];['Remove Payment Block'];f73569ac-acba-4329-afc7-b6b773956a73_Object_release purchase order_Object_remove payment block;2231
3258391c-a93e-40ff-83f5-8f31fe02fed6_Object_srm ordered_Object_vendor creates invoice;Activity;;Precedence[srm ordered, vendor creates invoice] | | |;Binary;set();set();Precedence;srm ordered;vendor creates invoice;['a395b2616675478e94c4e6fb8f3a0c57'];['DNC Application Process'];1;{2} occurs only if it is preceded by {1};{'srm ordered': 0.5037212371826172, 'vendor creates invoice': 0.6679377555847168};0.585829496383667;3258391c-a93e-40ff-83f5-8f31fe02fed6_Object_srm ordered_Object_vendor creates invoice;0.5308179753167289;['SRM: Ordered'];['Vendor creates invoice'];3258391c-a93e-40ff-83f5-8f31fe02fed6_Object_srm ordered_Object_vendor creates invoice;10261
3258391c-a93e-40ff-83f5-8f31fe02fed6_Object_srm ordered_Object_record invoice receipt;Activity;;Precedence[srm ordered, record invoice receipt] | | |;Binary;set();set();Precedence;srm ordered;record invoice receipt;['a395b2616675478e94c4e6fb8f3a0c57'];['DNC Application Process'];1;{2} occurs only if it is preceded by {1};{'srm ordered': 0.5037212371826172, 'record invoice receipt': 0.6604573130607605};0.5820892751216888;3258391c-a93e-40ff-83f5-8f31fe02fed6_Object_srm ordered_Object_record invoice receipt;0.5274517761809485;['SRM: Ordered'];['Record Invoice Receipt'];3258391c-a93e-40ff-83f5-8f31fe02fed6_Object_srm ordered_Object_record invoice receipt;10619
3258391c-a93e-40ff-83f5-8f31fe02fed6_Object_srm ordered_Object_clear invoice;Activity;;Precedence[srm ordered, clear invoice] | | |;Binary;set();set();Precedence;srm ordered;clear invoice;['a395b2616675478e94c4e6fb8f3a0c57'];['DNC Application Process'];1;{2} occurs only if it is preceded by {1};{'srm ordered': 0.5037212371826172, 'clear invoice': 0.7105755805969238};0.6071484088897705;3258391c-a93e-40ff-83f5-8f31fe02fed6_Object_srm ordered_Object_clear invoice;0.550004996572222;['SRM: Ordered'];['Clear Invoice'];3258391c-a93e-40ff-83f5-8f31fe02fed6_Object_srm ordered_Object_clear invoice;9228
