obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;support;nat_lang_template;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
bc821f1a-02bb-4fa6-8b04-f58638d95133_Object_record invoice receipt_Object_remove payment block;Activity;;Exclusive Choice[record invoice receipt, remove payment block] | | |;Binary;set();set();Exclusive Choice;record invoice receipt;remove payment block;1;{1} or {2} occurs, but never both in the same process instance;{'record invoice receipt': 0.6203557252883911, 'remove payment block': 0.9819870591163635};0.8011713922023773;bc821f1a-02bb-4fa6-8b04-f58638d95133_Object_record invoice receipt_Object_remove payment block;0.7246256815535682;['Record Invoice Receipt'];['Remove Payment Block'];bc821f1a-02bb-4fa6-8b04-f58638d95133_Object_record invoice receipt_Object_remove payment block;6284
f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase order item_Object_invoice;Multi-object;;Responded Existence[purchase order item, invoice] | | |;Binary;set();set();Responded Existence;purchase order item;invoice;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order item': 0.7573211789131165, 'invoice': 0.8487736582756042};0.8030474185943604;f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase order item_Object_invoice;0.7259684831865372;['Create Purchase Order Item', 'Delete Purchase Order Item', 'Reactivate Purchase Order Item'];['Vendor creates invoice', 'Clear Invoice'];f205dd43-19b6-44a4-acf1-28e2653f152b_Object_purchase order item_Object_invoice;4459
a18f1edc-4ccd-4c6b-8cf9-90660103a555_Object_purchase order_Object_price;Multi-object;;Responded Existence[purchase order, price] | | |;Binary;set();set();Responded Existence;purchase order;price;1;if {1} occurs in the process instance, then {2} occurs as well;{'purchase order': 0.6073113083839417, 'price': 1.0000001192092896};0.8036557137966156;a18f1edc-4ccd-4c6b-8cf9-90660103a555_Object_purchase order_Object_price;0.726515948868567;['Release Purchase Order'];['Change Price'];a18f1edc-4ccd-4c6b-8cf9-90660103a555_Object_purchase order_Object_price;1
77fb460a-0e98-4956-8587-9eb45f5c034e_Object_change price_Object_receive order confirmation;Activity;;Succession[change price, receive order confirmation] | | |;Binary;set();set();Succession;change price;receive order confirmation;1;{1} occurs if and only if it is followed by {2};{'change price': 0.9999999403953552, 'receive order confirmation': 0.6067477464675903};0.8033738434314728;77fb460a-0e98-4956-8587-9eb45f5c034e_Object_change price_Object_receive order confirmation;0.726607887659754;['Change Price'];['Receive Order Confirmation'];77fb460a-0e98-4956-8587-9eb45f5c034e_Object_change price_Object_receive order confirmation;1140
44425267-06a3-40d6-bd9c-21c1aec9fedb_Object_invoice_Object_purchase order item;Multi-object;;Alternate Response[invoice, purchase order item] | | |;Binary;set();set();Alternate Response;invoice;purchase order item;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 1.0, 'purchase order item': 0.6102054119110107};0.8051027059555054;44425267-06a3-40d6-bd9c-21c1aec9fedb_Object_invoice_Object_purchase order item;0.7278182418115677;['Vendor creates invoice', 'Clear Invoice'];['Create Purchase Order Item', 'Delete Purchase Order Item', 'Reactivate Purchase Order Item'];44425267-06a3-40d6-bd9c-21c1aec9fedb_Object_invoice_Object_purchase order item;10714
63ebcf72-f1a1-4bba-81cb-cd7e57d6a7ad_Object_subsequent invoice_Object_payment term;Multi-object;;Alternate Precedence[subsequent invoice, payment term] | | |;Binary;set();set();Alternate Precedence;subsequent invoice;payment term;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'subsequent invoice': 0.8053135275840759, 'payment term': 0.8051311373710632};0.8052223324775696;63ebcf72-f1a1-4bba-81cb-cd7e57d6a7ad_Object_subsequent invoice_Object_payment term;0.7279259056814255;['Cancel Subsequent Invoice', 'Record Subsequent Invoice'];['Change payment term'];63ebcf72-f1a1-4bba-81cb-cd7e57d6a7ad_Object_subsequent invoice_Object_payment term;1
b5fb86a7-6b91-4599-a125-919c55435ee2_Object_payment term_Object_subsequent invoice;Multi-object;;Responded Existence[payment term, subsequent invoice] | | |;Binary;set();set();Responded Existence;payment term;subsequent invoice;1;if {1} occurs in the process instance, then {2} occurs as well;{'payment term': 0.8051311373710632, 'subsequent invoice': 0.8053135275840759};0.8052223324775696;b5fb86a7-6b91-4599-a125-919c55435ee2_Object_payment term_Object_subsequent invoice;0.7279259056814255;['Change payment term'];['Cancel Subsequent Invoice', 'Record Subsequent Invoice'];b5fb86a7-6b91-4599-a125-919c55435ee2_Object_payment term_Object_subsequent invoice;1
44425267-06a3-40d6-bd9c-21c1aec9fedb_Object_invoice_Object_order confirmation;Multi-object;;Alternate Response[invoice, order confirmation] | | |;Binary;set();set();Alternate Response;invoice;order confirmation;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 1.0, 'order confirmation': 0.6210375428199768};0.8105187714099884;44425267-06a3-40d6-bd9c-21c1aec9fedb_Object_invoice_Object_order confirmation;0.7326927007206024;['Vendor creates invoice', 'Clear Invoice'];['Receive Order Confirmation'];44425267-06a3-40d6-bd9c-21c1aec9fedb_Object_invoice_Object_order confirmation;10723
7a9827a2-b25c-432b-a5d3-96f3697c6a15_Object_approval_Object_price;Multi-object;;Responded Existence[approval, price] | | |;Binary;set();set();Responded Existence;approval;price;1;if {1} occurs in the process instance, then {2} occurs as well;{'approval': 1.0000001192092896, 'price': 0.6214432716369629};0.8107216954231262;7a9827a2-b25c-432b-a5d3-96f3697c6a15_Object_approval_Object_price;0.7328753323324265;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Change Price'];7a9827a2-b25c-432b-a5d3-96f3697c6a15_Object_approval_Object_price;571
7e870180-2fdc-4ee2-8f1b-cbabc39f3e3f_Object_change approval for purchase order_Object_record invoice receipt;Activity;;Exclusive Choice[change approval for purchase order, record invoice receipt] | | |;Binary;set();set();Exclusive Choice;change approval for purchase order;record invoice receipt;1;{1} or {2} occurs, but never both in the same process instance;{'change approval for purchase order': 1.0, 'record invoice receipt': 0.620873212814331};0.8104366064071655;7e870180-2fdc-4ee2-8f1b-cbabc39f3e3f_Object_change approval for purchase order_Object_record invoice receipt;0.7329643743378775;['Change Approval for Purchase Order'];['Record Invoice Receipt'];7e870180-2fdc-4ee2-8f1b-cbabc39f3e3f_Object_change approval for purchase order_Object_record invoice receipt;4078
4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice_Object_quantity;Multi-object;;Responded Existence[invoice, quantity] | | |;Binary;set();set();Responded Existence;invoice;quantity;1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice': 1.0, 'quantity': 0.6227349638938904};0.8113674819469452;4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice_Object_quantity;0.7334565402038635;['Vendor creates invoice', 'Clear Invoice'];['Change Quantity'];4ef26705-5e30-42e2-988a-97c6181bc3da_Object_invoice_Object_quantity;9921
24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_change approval for purchase order_Object_record goods receipt;Activity;;Responded Existence[change approval for purchase order, record goods receipt] | | |;Binary;set();set();Responded Existence;change approval for purchase order;record goods receipt;1;if {1} occurs in the process instance, then {2} occurs as well;{'change approval for purchase order': 0.6249272227287292, 'record goods receipt': 1.0};0.8124636113643646;24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_change approval for purchase order_Object_record goods receipt;0.7347886787993567;['Change Approval for Purchase Order'];['Record Goods Receipt'];24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_change approval for purchase order_Object_record goods receipt;8
72aabec9-f0c4-42c3-9d09-2df849fdf35e_Object_invoice_Object_invoice receipt;Multi-object;;Responded Existence[invoice, invoice receipt] | | |;Binary;set();set();Responded Existence;invoice;invoice receipt;1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice': 0.8911139369010925, 'invoice receipt': 0.7346451282501221};0.8128795325756073;72aabec9-f0c4-42c3-9d09-2df849fdf35e_Object_invoice_Object_invoice receipt;0.7348173857696595;['Vendor creates invoice', 'Clear Invoice'];['Record Invoice Receipt', 'Cancel Invoice Receipt'];72aabec9-f0c4-42c3-9d09-2df849fdf35e_Object_invoice_Object_invoice receipt;1
bc821f1a-02bb-4fa6-8b04-f58638d95133_Object_vendor creates invoice_Object_remove payment block;Activity;;Exclusive Choice[vendor creates invoice, remove payment block] | | |;Binary;set();set();Exclusive Choice;vendor creates invoice;remove payment block;1;{1} or {2} occurs, but never both in the same process instance;{'vendor creates invoice': 0.6447575092315674, 'remove payment block': 0.9819870591163635};0.8133722841739655;bc821f1a-02bb-4fa6-8b04-f58638d95133_Object_vendor creates invoice_Object_remove payment block;0.7356064843279975;['Vendor creates invoice'];['Remove Payment Block'];bc821f1a-02bb-4fa6-8b04-f58638d95133_Object_vendor creates invoice_Object_remove payment block;6690
24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_delete purchase order item_Object_record goods receipt;Activity;;Responded Existence[delete purchase order item, record goods receipt] | | |;Binary;set();set();Responded Existence;delete purchase order item;record goods receipt;1;if {1} occurs in the process instance, then {2} occurs as well;{'delete purchase order item': 0.6288068890571594, 'record goods receipt': 1.0};0.8144034445285797;24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_delete purchase order item_Object_record goods receipt;0.7365345286471503;['Delete Purchase Order Item'];['Record Goods Receipt'];24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_delete purchase order item_Object_record goods receipt;311
cc05a171-172d-4488-b7b5-754aa879ecc6_Object_approval_Object_purchase requisition item;Multi-object;;Alternate Succession[approval, purchase requisition item] | | |;Binary;set();set();Alternate Succession;approval;purchase requisition item;1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'approval': 1.0000001192092896, 'purchase requisition item': 0.6363259553909302};0.8181630373001099;cc05a171-172d-4488-b7b5-754aa879ecc6_Object_approval_Object_purchase requisition item;0.7395725400217118;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Create Purchase Requisition Item'];cc05a171-172d-4488-b7b5-754aa879ecc6_Object_approval_Object_purchase requisition item;1868
10e4c06c-c575-4735-9da2-de609cffa7a1_Object_approval_Object_purchase requisition item;Multi-object;;Succession[approval, purchase requisition item] | | |;Binary;set();set();Succession;approval;purchase requisition item;1;{1} occurs if and only if it is followed by {2};{'approval': 1.0000001192092896, 'purchase requisition item': 0.6363259553909302};0.8181630373001099;10e4c06c-c575-4735-9da2-de609cffa7a1_Object_approval_Object_purchase requisition item;0.7395725400217118;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Create Purchase Requisition Item'];10e4c06c-c575-4735-9da2-de609cffa7a1_Object_approval_Object_purchase requisition item;1868
72aabec9-f0c4-42c3-9d09-2df849fdf35e_Object_invoice_Object_delivery indicator;Multi-object;;Responded Existence[invoice, delivery indicator] | | |;Binary;set();set();Responded Existence;invoice;delivery indicator;1;if {1} occurs in the process instance, then {2} occurs as well;{'invoice': 0.8911139369010925, 'delivery indicator': 0.745288610458374};0.8182012736797333;72aabec9-f0c4-42c3-9d09-2df849fdf35e_Object_invoice_Object_delivery indicator;0.7396069527633728;['Vendor creates invoice', 'Clear Invoice'];['Change Delivery Indicator'];72aabec9-f0c4-42c3-9d09-2df849fdf35e_Object_invoice_Object_delivery indicator;10561
a8d7a4b7-60c5-48f4-ba5a-5efd1c5d852c_Object_approval_Object_rejection indicator;Multi-object;;Succession[approval, rejection indicator] | | |;Binary;set();set();Succession;approval;rejection indicator;1;{1} occurs if and only if it is followed by {2};{'approval': 1.0000001192092896, 'rejection indicator': 0.638652503490448};0.8193263113498688;a8d7a4b7-60c5-48f4-ba5a-5efd1c5d852c_Object_approval_Object_rejection indicator;0.7406194866664948;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Change Rejection Indicator'];a8d7a4b7-60c5-48f4-ba5a-5efd1c5d852c_Object_approval_Object_rejection indicator;652
d46119e6-7402-4fdf-ab5c-a47c00001f61_Object_record goods receipt_Object_record invoice receipt;Activity;;Alternate Precedence[record goods receipt, record invoice receipt] | | |;Binary;set();set();Alternate Precedence;record goods receipt;record invoice receipt;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'record goods receipt': 1.0, 'record invoice receipt': 0.6386220455169678};0.8193110227584839;d46119e6-7402-4fdf-ab5c-a47c00001f61_Object_record goods receipt_Object_record invoice receipt;0.7409513490540641;['Record Goods Receipt'];['Record Invoice Receipt'];d46119e6-7402-4fdf-ab5c-a47c00001f61_Object_record goods receipt_Object_record invoice receipt;1169
b3010a31-9abd-4544-946e-fa184340ef2c_Object_approval_Object_invoice;Multi-object;;Alternate Response[approval, invoice] | | |;Binary;set();set();Alternate Response;approval;invoice;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'approval': 1.0000001192092896, 'invoice': 0.6584066152572632};0.8292033672332764;b3010a31-9abd-4544-946e-fa184340ef2c_Object_approval_Object_invoice;0.7495088369615616;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Vendor creates invoice', 'Clear Invoice'];b3010a31-9abd-4544-946e-fa184340ef2c_Object_approval_Object_invoice;141
7e870180-2fdc-4ee2-8f1b-cbabc39f3e3f_Object_change approval for purchase order_Object_vendor creates invoice;Activity;;Exclusive Choice[change approval for purchase order, vendor creates invoice] | | |;Binary;set();set();Exclusive Choice;change approval for purchase order;vendor creates invoice;1;{1} or {2} occurs, but never both in the same process instance;{'change approval for purchase order': 1.0, 'vendor creates invoice': 0.6598899364471436};0.8299449682235718;7e870180-2fdc-4ee2-8f1b-cbabc39f3e3f_Object_change approval for purchase order_Object_vendor creates invoice;0.7505218999726432;['Change Approval for Purchase Order'];['Vendor creates invoice'];7e870180-2fdc-4ee2-8f1b-cbabc39f3e3f_Object_change approval for purchase order_Object_vendor creates invoice;4484
1fcdec44-f3e9-4dec-b2fe-dc92ae400a48_Object_quantity_Object_approval;Multi-object;;Alternate Succession[quantity, approval] | | |;Binary;set();set();Alternate Succession;quantity;approval;1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'quantity': 0.6617907881736755, 'approval': 1.0000001192092896};0.8308954536914825;1fcdec44-f3e9-4dec-b2fe-dc92ae400a48_Object_quantity_Object_approval;0.7510317147739471;['Change Quantity'];['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];1fcdec44-f3e9-4dec-b2fe-dc92ae400a48_Object_quantity_Object_approval;1498
7a9827a2-b25c-432b-a5d3-96f3697c6a15_Object_approval_Object_quantity;Multi-object;;Responded Existence[approval, quantity] | | |;Binary;set();set();Responded Existence;approval;quantity;1;if {1} occurs in the process instance, then {2} occurs as well;{'approval': 1.0000001192092896, 'quantity': 0.6617907881736755};0.8308954536914825;7a9827a2-b25c-432b-a5d3-96f3697c6a15_Object_approval_Object_quantity;0.7510317147739471;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Change Quantity'];7a9827a2-b25c-432b-a5d3-96f3697c6a15_Object_approval_Object_quantity;641
bc821f1a-02bb-4fa6-8b04-f58638d95133_Object_clear invoice_Object_remove payment block;Activity;;Exclusive Choice[clear invoice, remove payment block] | | |;Binary;set();set();Exclusive Choice;clear invoice;remove payment block;1;{1} or {2} occurs, but never both in the same process instance;{'clear invoice': 0.6883749961853027, 'remove payment block': 0.9819870591163635};0.8351810276508331;bc821f1a-02bb-4fa6-8b04-f58638d95133_Object_clear invoice_Object_remove payment block;0.7552343534571784;['Clear Invoice'];['Remove Payment Block'];bc821f1a-02bb-4fa6-8b04-f58638d95133_Object_clear invoice_Object_remove payment block;7350
24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_reactivate purchase order item_Object_record goods receipt;Activity;;Responded Existence[reactivate purchase order item, record goods receipt] | | |;Binary;set();set();Responded Existence;reactivate purchase order item;record goods receipt;1;if {1} occurs in the process instance, then {2} occurs as well;{'reactivate purchase order item': 0.6712137460708618, 'record goods receipt': 1.0};0.8356068730354309;24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_reactivate purchase order item_Object_record goods receipt;0.7556176143033164;['Reactivate Purchase Order Item'];['Record Goods Receipt'];24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_reactivate purchase order item_Object_record goods receipt;2
c10986b6-3a13-48a0-9bcd-c42a57c29afb_Object_approval_Object_purchase requisition item;Multi-object;;Responded Existence[approval, purchase requisition item] | | |;Binary;set();set();Responded Existence;approval;purchase requisition item;6;if {1} occurs in the process instance, then {2} occurs as well;{'approval': 1.0000001192092896, 'purchase requisition item': 0.6363259553909302};0.8181630373001099;c10986b6-3a13-48a0-9bcd-c42a57c29afb_Object_approval_Object_purchase requisition item;0.7557015722797764;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Create Purchase Requisition Item'];c10986b6-3a13-48a0-9bcd-c42a57c29afb_Object_approval_Object_purchase requisition item;648
a72203e2-6252-43e9-83ea-6e8099a61c3f_Object_purchase requisition item_Object_approval;Multi-object;;Responded Existence[purchase requisition item, approval] | | |;Binary;set();set();Responded Existence;purchase requisition item;approval;6;if {1} occurs in the process instance, then {2} occurs as well;{'purchase requisition item': 0.6480916142463684, 'approval': 1.0000001192092896};0.824045866727829;a72203e2-6252-43e9-83ea-6e8099a61c3f_Object_purchase requisition item_Object_approval;0.7609961187647236;['Create Purchase Requisition Item'];['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];a72203e2-6252-43e9-83ea-6e8099a61c3f_Object_purchase requisition item_Object_approval;1217
c10986b6-3a13-48a0-9bcd-c42a57c29afb_Object_approval_Object_order confirmation;Multi-object;;Responded Existence[approval, order confirmation] | | |;Binary;set();set();Responded Existence;approval;order confirmation;6;if {1} occurs in the process instance, then {2} occurs as well;{'approval': 1.0000001192092896, 'order confirmation': 0.6531848311424255};0.8265924751758575;c10986b6-3a13-48a0-9bcd-c42a57c29afb_Object_approval_Object_order confirmation;0.7632880663679493;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Receive Order Confirmation'];c10986b6-3a13-48a0-9bcd-c42a57c29afb_Object_approval_Object_order confirmation;651
09553dde-9f77-4d9a-a2af-549977f6bccb_Object_create purchase order item_Object_record goods receipt;Activity;;Alternate Precedence[create purchase order item, record goods receipt] | | |;Binary;set();set();Alternate Precedence;create purchase order item;record goods receipt;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'create purchase order item': 0.6915375590324402, 'record goods receipt': 1.0};0.8457687795162201;09553dde-9f77-4d9a-a2af-549977f6bccb_Object_create purchase order item_Object_record goods receipt;0.7647633301360267;['Create Purchase Order Item'];['Record Goods Receipt'];09553dde-9f77-4d9a-a2af-549977f6bccb_Object_create purchase order item_Object_record goods receipt;4245
d46119e6-7402-4fdf-ab5c-a47c00001f61_Object_record goods receipt_Object_clear invoice;Activity;;Alternate Precedence[record goods receipt, clear invoice] | | |;Binary;set();set();Alternate Precedence;record goods receipt;clear invoice;1;each time {2} occurs, it is preceded by {1} and no other {2} can recur in between;{'record goods receipt': 1.0, 'clear invoice': 0.6920446157455444};0.8460223078727722;d46119e6-7402-4fdf-ab5c-a47c00001f61_Object_record goods receipt_Object_clear invoice;0.7649915056569235;['Record Goods Receipt'];['Clear Invoice'];d46119e6-7402-4fdf-ab5c-a47c00001f61_Object_record goods receipt_Object_clear invoice;918
0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment block;Multi-object;;Responded Existence[approval, payment block] | | |;Binary;set();set();Responded Existence;approval;payment block;1;if {1} occurs in the process instance, then {2} occurs as well;{'approval': 1.0000001192092896, 'payment block': 0.69561368227005};0.8478069007396698;0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment block;0.7662520171173157;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Remove Payment Block', 'Set Payment Block'];0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment block;624
9630d32c-3683-4f27-a148-4da6a9deaa33_Object_approval_Object_payment block;Multi-object;;Alternate Succession[approval, payment block] | | |;Binary;set();set();Alternate Succession;approval;payment block;1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'approval': 1.0000001192092896, 'payment block': 0.69561368227005};0.8478069007396698;9630d32c-3683-4f27-a148-4da6a9deaa33_Object_approval_Object_payment block;0.7662520171173157;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Remove Payment Block', 'Set Payment Block'];9630d32c-3683-4f27-a148-4da6a9deaa33_Object_approval_Object_payment block;2897
b1f70635-1032-4ec4-a564-618555e3b578_Object_approval_Object_payment block;Multi-object;;Succession[approval, payment block] | | |;Binary;set();set();Succession;approval;payment block;1;{1} occurs if and only if it is followed by {2};{'approval': 1.0000001192092896, 'payment block': 0.69561368227005};0.8478069007396698;b1f70635-1032-4ec4-a564-618555e3b578_Object_approval_Object_payment block;0.7662520171173157;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Remove Payment Block', 'Set Payment Block'];b1f70635-1032-4ec4-a564-618555e3b578_Object_approval_Object_payment block;2887
472f4f70-7da1-416f-a001-bc9064829b2b_Object_purchase requisition item_Object_approval;Multi-object;;Alternate Response[purchase requisition item, approval] | | |;Binary;set();set();Alternate Response;purchase requisition item;approval;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'purchase requisition item': 0.7006875872612, 'approval': 1.0000001192092896};0.8503438532352448;472f4f70-7da1-416f-a001-bc9064829b2b_Object_purchase requisition item_Object_approval;0.7685352743633331;['Create Purchase Requisition Item'];['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];472f4f70-7da1-416f-a001-bc9064829b2b_Object_purchase requisition item_Object_approval;1217
8fb02e4e-f514-4931-baf7-b36c453be249_Object_approval_Object_rejection indicator;Multi-object;;Alternate Succession[approval, rejection indicator] | | |;Binary;set();set();Alternate Succession;approval;rejection indicator;1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'approval': 1.0000001192092896, 'rejection indicator': 0.7176185846328735};0.8588093519210815;8fb02e4e-f514-4931-baf7-b36c453be249_Object_approval_Object_rejection indicator;0.7761542231805862;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Change Rejection Indicator'];8fb02e4e-f514-4931-baf7-b36c453be249_Object_approval_Object_rejection indicator;652
24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_create purchase requisition item_Object_record goods receipt;Activity;;Responded Existence[create purchase requisition item, record goods receipt] | | |;Binary;set();set();Responded Existence;create purchase requisition item;record goods receipt;1;if {1} occurs in the process instance, then {2} occurs as well;{'create purchase requisition item': 0.7264172434806824, 'record goods receipt': 1.0};0.8632086217403412;24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_create purchase requisition item_Object_record goods receipt;0.7804591881377356;['Create Purchase Requisition Item'];['Record Goods Receipt'];24d18325-00a7-40c4-ab65-a80bcbd623ff_Object_create purchase requisition item_Object_record goods receipt;109
944489eb-3045-4a2a-a6fa-bc585a5544bd_Object_invoice_Object_goods receipt;Multi-object;;Alternate Response[invoice, goods receipt] | | |;Binary;set();set();Alternate Response;invoice;goods receipt;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'invoice': 1.0, 'goods receipt': 0.741655707359314};0.870827853679657;944489eb-3045-4a2a-a6fa-bc585a5544bd_Object_invoice_Object_goods receipt;0.7869708747633042;['Vendor creates invoice', 'Clear Invoice'];['Record Goods Receipt', 'Cancel Goods Receipt'];944489eb-3045-4a2a-a6fa-bc585a5544bd_Object_invoice_Object_goods receipt;10241
5140ec80-6a97-48d8-99e9-d0de55fbc2eb_Object_invoice_Object_storage location;Multi-object;;Succession[invoice, storage location] | | |;Binary;set();set();Succession;invoice;storage location;1;{1} occurs if and only if it is followed by {2};{'invoice': 1.0, 'storage location': 0.7748793959617615};0.8874396979808807;5140ec80-6a97-48d8-99e9-d0de55fbc2eb_Object_invoice_Object_storage location;0.8019215346344055;['Vendor creates invoice', 'Clear Invoice'];['Change Storage Location'];5140ec80-6a97-48d8-99e9-d0de55fbc2eb_Object_invoice_Object_storage location;10735
0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment term;Multi-object;;Responded Existence[approval, payment term] | | |;Binary;set();set();Responded Existence;approval;payment term;1;if {1} occurs in the process instance, then {2} occurs as well;{'approval': 1.0000001192092896, 'payment term': 0.7836142182350159};0.8918071687221527;0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment term;0.8058522583015503;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Change payment term'];0a5b371d-c9f2-40d8-91c2-1a05923578ef_Object_approval_Object_payment term;651
9630d32c-3683-4f27-a148-4da6a9deaa33_Object_approval_Object_payment term;Multi-object;;Alternate Succession[approval, payment term] | | |;Binary;set();set();Alternate Succession;approval;payment term;1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'approval': 1.0000001192092896, 'payment term': 0.7836142182350159};0.8918071687221527;9630d32c-3683-4f27-a148-4da6a9deaa33_Object_approval_Object_payment term;0.8058522583015503;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Change payment term'];9630d32c-3683-4f27-a148-4da6a9deaa33_Object_approval_Object_payment term;652
b1f70635-1032-4ec4-a564-618555e3b578_Object_approval_Object_payment term;Multi-object;;Succession[approval, payment term] | | |;Binary;set();set();Succession;approval;payment term;1;{1} occurs if and only if it is followed by {2};{'approval': 1.0000001192092896, 'payment term': 0.7836142182350159};0.8918071687221527;b1f70635-1032-4ec4-a564-618555e3b578_Object_approval_Object_payment term;0.8058522583015503;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Change payment term'];b1f70635-1032-4ec4-a564-618555e3b578_Object_approval_Object_payment term;652
b5fb86a7-6b91-4599-a125-919c55435ee2_Object_payment term_Object_invoice;Multi-object;;Responded Existence[payment term, invoice] | | |;Binary;set();set();Responded Existence;payment term;invoice;1;if {1} occurs in the process instance, then {2} occurs as well;{'payment term': 0.8051311373710632, 'invoice': 1.0};0.9025655686855316;b5fb86a7-6b91-4599-a125-919c55435ee2_Object_payment term_Object_invoice;0.8155348182685913;['Change payment term'];['Vendor creates invoice', 'Clear Invoice'];b5fb86a7-6b91-4599-a125-919c55435ee2_Object_payment term_Object_invoice;1
b3010a31-9abd-4544-946e-fa184340ef2c_Object_approval_Object_invoice receipt;Multi-object;;Alternate Response[approval, invoice receipt] | | |;Binary;set();set();Alternate Response;approval;invoice receipt;1;each time {1} occurs, then {2} occurs afterwards, and no other {1} recurs in between;{'approval': 1.0000001192092896, 'invoice receipt': 0.886336624622345};0.9431683719158173;b3010a31-9abd-4544-946e-fa184340ef2c_Object_approval_Object_invoice receipt;0.8520773411758484;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Record Invoice Receipt', 'Cancel Invoice Receipt'];b3010a31-9abd-4544-946e-fa184340ef2c_Object_approval_Object_invoice receipt;164
ce7ac891-c98e-4065-a51b-78ebd2fe9f1d_Object_approval_Object_invoice receipt;Multi-object;;Succession[approval, invoice receipt] | | |;Binary;set();set();Succession;approval;invoice receipt;1;{1} occurs if and only if it is followed by {2};{'approval': 1.0000001192092896, 'invoice receipt': 0.886336624622345};0.9431683719158173;ce7ac891-c98e-4065-a51b-78ebd2fe9f1d_Object_approval_Object_invoice receipt;0.8520773411758484;['SRM: Awaiting Approval', 'Change Approval for Purchase Order'];['Record Invoice Receipt', 'Cancel Invoice Receipt'];ce7ac891-c98e-4065-a51b-78ebd2fe9f1d_Object_approval_Object_invoice receipt;10722
